image_id,prompt_id,seed,prompt,negative_prompt,base_model,lora_checkpoint,lora_multiplier,width,height,steps,cfg,sampler,precision,output_file
A2_seed42,A2,42,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed42.png
A2_seed1234,A2,1234,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed1234.png
A2_seed2026,A2,2026,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed2026.png
A2_seed7,A2,7,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed7.png
A2_seed77,A2,77,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed77.png
A2_seed314,A2,314,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed314.png
A2_seed512,A2,512,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed512.png
A2_seed888,A2,888,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed888.png
A2_seed1024,A2,1024,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed1024.png
A2_seed2048,A2,2048,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed2048.png
A2_seed4096,A2,4096,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed4096.png
A2_seed6060,A2,6060,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed6060.png
A2_seed8080,A2,8080,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed8080.png
A2_seed10001,A2,10001,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed10001.png
A2_seed13579,A2,13579,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed13579.png
A2_seed22222,A2,22222,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed22222.png
A2_seed31415,A2,31415,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed31415.png
A2_seed42424,A2,42424,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed42424.png
A2_seed54321,A2,54321,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed54321.png
A2_seed65000,A2,65000,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, painted landscape panels, calligraphy accents, overall frontal view, balanced composition","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A2/A2_seed65000.png
A3_seed42,A3,42,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed42.png
A3_seed1234,A3,1234,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed1234.png
A3_seed2026,A3,2026,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed2026.png
A3_seed7,A3,7,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed7.png
A3_seed77,A3,77,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed77.png
A3_seed314,A3,314,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed314.png
A3_seed512,A3,512,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed512.png
A3_seed888,A3,888,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed888.png
A3_seed1024,A3,1024,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed1024.png
A3_seed2048,A3,2048,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed2048.png
A3_seed4096,A3,4096,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed4096.png
A3_seed6060,A3,6060,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed6060.png
A3_seed8080,A3,8080,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed8080.png
A3_seed10001,A3,10001,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed10001.png
