"train_filename","original_filename","original_path","screen_id","title","source","source_url","panel_count","material_or_surface","caption","original_width","original_height","processed_width","processed_height","cropped","needs_manual_review","notes","image_type","original_sha256","processed_sha256"
"T0011.jpg","full_01.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S003\full_01.jpg","S003","Complete Geographical Map of the Everlasting Unified Qing Empire","The Met","https://www.metmuseum.org/art/collection/search/911983","4","Four-panel folding screen; woodblock print; ink and color on paper","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, 4-panel screen, wooden frame, woodblock-printed panels, map panels, painted panels, overall frontal view, continuous composition, decorative panels","4000","2114","4000","2114","no","no","","full","df2b5911d2a68c750a27fe40760cf1317fd5519ead6ffe184ed80bc982f60b17","8f773ac75c7de096037dbb79d053b5972a8242efe8a29e9393acc9e911d3b96c"
"T0012.jpg","additional_01.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S004\additional_01.jpg","S004","Screen","The Met","https://www.metmuseum.org/art/collection/search/64084","8","Eight-panel folding screen; colors and gold on silk","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, 8-panel screen, wooden frame, painted panels, silk panels, overall frontal view, continuous composition, decorative panels","925","739","925","739","no","no","","additional_01","c387ae50495bf211a73c9eda7e41b1279803eff372d7da7a7e0389c97eb8c652","9dd64e80c87400c66b76bcf6ff62b780b7e07c912ae0d5f875f7aa6d179cbe53"
"T0013.jpg","full.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S004\full.jpg","S004","Screen","The Met","https://www.metmuseum.org/art/collection/search/64084","8","Eight-panel folding screen; colors and gold on silk","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, 8-panel screen, wooden frame, painted panels, silk panels, overall frontal view, continuous composition, decorative panels","925","725","925","725","no","no","","full","f2008dfb0ab5d1b548c2fd3f9c25649cc1c7a198a0cbffd3748f4f94d1ec0484","ece5267cea7073986be20903e7ff367d98fc935644c9ae4f87b53497aabb875f"
"T0014.jpg","full.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S005\full.jpg","S005","Folding screen with figures in a landscape","The Met","https://www.metmuseum.org/art/collection/search/64083","","Carved talc mounted on silk","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, carved decoration, silk panels, overall frontal view, continuous composition, decorative panels","4000","3000","4000","3000","no","no","","full","ecfe256cbe9fd1e0b7e84d78aa50030af6f4c4c00ff873d4a2d51271f45e4912","df009b4816633ec10fb4df703c4142da816d71a5617f217dc0e24a79dd17fed0"
"T0015.jpg","additional.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S006\additional.jpg","S006","清康熙三十二年黑漆款彩郭子仪贺寿图屏.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99%E4%B8%89%E5%8D%81%E4%BA%8C%E5%B9%B4%E9%BB%91%E6%BC%86%E6%AC%BE%E5%BD%A9%E9%83%AD%E5%AD%90%E4%BB%AA%E8%B4%BA%E5%AF%BF%E5%9B%BE%E5%B1%8F.jpg","","Carved red and black lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, carved decoration, overall frontal view, continuous composition, decorative panels","960","521","960","521","no","no","","scaled_800px","5e413457a4b5d18c6d564d6abe405fc63e8312ce614ebebddd847f6f371a6ab3","2cb2e12fcf2121cfa42ddc4d41fdc6b53fd30095adab76d28e7d9dc3abc5730f"
"T0016.jpg","additional_01.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S006\additional_01.jpg","S006","清晚期 盧葵生款 剔紅郭子儀賀壽圖屏風-Screen with birthday celebration for General Guo Ziyi MET DP211786.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211786.jpg","","Carved red and black lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, carved decoration, overall frontal view, continuous composition, decorative panels","960","720","960","720","no","no","","scaled_800px","1e8b612aadb5b53323a4423bf3d371d5c1248bbed8d4caf53b6757dc1b837979","091c7bc4b6ddccbd178a8c55d6afb02d5a1c435fb73209ff1c98008a30a1348a"
"T0017.jpg","additional_01_01.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S006\additional_01_01.jpg","S006","Folding screen with birthday celebration for General Guo Ziyi","The Met","https://www.metmuseum.org/art/collection/search/64086","","Carved red and black lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, carved decoration, overall frontal view, continuous composition, decorative panels","4000","3001","4000","3001","no","no","","additional_01","9bdf2ceed08753db69c82abdee84369340e68caf97842f1e36839a746f66d2c6","3ada73fda4ccb23babffb0cb2c79c403e338c99c039955364341c4575800373d"
"T0018.jpg","detail.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S006\detail.jpg","S006","Scènes de palais, l’arrivée d’une délégation et les festivités en l’honneur du général Guo Ziyi (697-781) des Tang (détail).tif","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Sc%C3%A8nes_de_palais,_l%E2%80%99arriv%C3%A9e_d%E2%80%99une_d%C3%A9l%C3%A9gation_et_les_festivit%C3%A9s_en_l%E2%80%99honneur_du_g%C3%A9n%C3%A9ral_Guo_Ziyi_(697-781)_des_Tang_(d%C3%A9tail).tif","","Carved red and black lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, carved decoration, detail view, decorative panels","960","2744","917","2744","yes","yes","detail view: a single section rather than the complete screen","scaled_800px","3cae7081b2d2257eae6a85cc0f73a1ac076ae325a1a3d191dcc62367406aeda0","facef7a03a1179829652c8d1170dc628d0cfb3344980cec1009af0d58946f869"
"T0019.jpg","full.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S006\full.jpg","S006","Scènes de palais, l’arrivée d’une délégation et les festivités en l’honneur du général Guo Ziyi (697-781) des Tang.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Sc%C3%A8nes_de_palais,_l%E2%80%99arriv%C3%A9e_d%E2%80%99une_d%C3%A9l%C3%A9gation_et_les_festivit%C3%A9s_en_l%E2%80%99honneur_du_g%C3%A9n%C3%A9ral_Guo_Ziyi_(697-781)_des_Tang.jpg","","Carved red and black lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, carved decoration, overall frontal view, continuous composition, decorative panels","960","384","960","384","no","no","","scaled_800px","1c11981f856e8b899e6c78a38173d96dd8d10c54111c7c8ff27f794963b1d1bf","58383da98a217cf8b79db606e68c49e5cecac7ce41644d3d8109d350728c119d"
"T0020.jpg","full_01.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S006\full_01.jpg","S006","Folding screen with birthday celebration for General Guo Ziyi","The Met","https://www.metmuseum.org/art/collection/search/64086","","Carved red and black lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, carved decoration, overall frontal view, continuous composition, decorative panels","4000","3001","4000","3001","no","no","","full","0480ea3f5ef68300066e04ab8a37995d296d64ebf837752fb4408ef0edc3afaa","094aebb5d3f0f28efff0b93bf567f10ceb78bed99cfd5fba24ced65214bd634b"
"T0021.jpg","additional.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S007\additional.jpg","S007","清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET DP141222.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141222.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, mother-of-pearl inlay, detail view, decorative panels","960","1280","960","1280","no","yes","partial view: only part of the screen is visible","scaled_800px","445a44e03e2835a06ece7b8d1dd3c27052f029c7ec90e4663cf799ca6b7caf18","511ad3eebae962f40e8a747137e80613aa1e69b89a8ad3efeabea2f269878195"
"T0022.jpg","additional_01.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S007\additional_01.jpg","S007","清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET DP141223.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141223.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, mother-of-pearl inlay, detail view, decorative panels","960","1280","960","1280","no","yes","partial view: only part of the screen is visible","scaled_800px","18f9dd3bfceb9febd3a3fcdad5de5214a5506bb9d71de2ef57a2822e729abcb8","8b84b1c6f7db1c9dd77f2a8b170181e34ce98763e302f761959c6ed0ed0d4433"
"T0023.jpg","additional_02.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S007\additional_02.jpg","S007","清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET DP141221.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141221.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, mother-of-pearl inlay, detail view, decorative panels","960","1280","960","1280","no","yes","partial view: only part of the screen is visible","scaled_800px","c143cf24862851d739eed2dd9edd160727101412ad3999672af80f97301e7dd9","955836f04cd5265a66c07f01cb2b140cc76d2a8be90d24491e25cd3f254fceb1"
"T0024.jpg","full.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S007\full.jpg","S007","清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET DP141220.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141220.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, mother-of-pearl inlay, detail view, decorative panels","960","720","960","720","no","yes","partial view: the full multi-panel structure is not visible","scaled_800px","826014ef047c4a6e3433ed3720f2da8f13d0825270d29a6033e9fa5746d0a7c6","4bf7bc8b2ee1fdb10b868c65d66aa326170137e795f165e9d69f8a2ad89e3f67"
"T0025.jpg","full_01.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S007\full_01.jpg","S007","清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET 2001 76g-l recto O.jpeg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_2001_76g-l_recto_O.jpeg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, mother-of-pearl inlay, overall frontal view, continuous composition, decorative panels","850","366","824","320","yes","no","","scaled_800px","f3c6fe72bc111fe645c7685307d975378884df4db3153d37aa0b2f17a6a2412c","d985fba145c11c4ba16797e782769fa396603bc32a0152b46b6feb662fedf39c"
"T0026.jpg","reverse.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S007\reverse.jpg","S007","清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET 2001 76a-l verso O.jpeg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_2001_76a-l_verso_O.jpeg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, mother-of-pearl inlay, overall frontal view, continuous composition, decorative panels","850","353","836","344","yes","no","","scaled_800px","c846bf9064b1697be3114fe1f02fb5fd227295b88725a32ca03f49b9f960a65b","20b0411c3af41bffa476c63587a53591c64666492649a7a6fe94d00be84d936c"
"T0027.jpg","additional.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 03.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_03.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, detail view, decorative panels","960","1637","960","1637","no","yes","single-panel/detail image rather than the complete screen","scaled_800px","4cdc680ce5980be4480fea1ebd5ccc51a99e02a831d105f4f79de4cee311c77b","223c1f7619c949f76e4119d3a7a28e9dbed21bda0e7e66897e652c865b466130"
"T0028.jpg","additional_01.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional_01.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 01.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_01.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, overall frontal view, continuous composition, decorative panels","960","517","960","517","no","no","","scaled_800px","1d9aff652e3f1b035f0116b4ccc79a251d1ebee4902bf3ec9289684ab3f5ca89","cb87777217133f1df8fbbfa047e4a50d9d89a518fe932de7d597ff3dd22ba04a"
"T0029.jpg","additional_02.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional_02.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 04.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_04.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, detail view, decorative panels","960","1701","960","1701","no","yes","single-panel/detail image rather than the complete screen","scaled_800px","7a831cc22db4da5831bbe2818e96433aeac2b0ee4b73ad7edc16cf47ec8d5e25","552b7350897a9e47a97aa3030f89a9b063c71353990145244b28c6dfa142c3a3"
"T0030.jpg","additional_03.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional_03.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 05.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_05.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, detail view, decorative panels","960","1857","960","1857","no","yes","single-panel/detail image rather than the complete screen","scaled_800px","1f0a61c303650c1733c3685cc5a6d33501544161651d19554d761ef7bcf8f881","dd448511087baacfa3393aa964e6c073e5bc44bd76b9c9e2eea668423a38bd64"
"T0031.jpg","additional_04.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional_04.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 06.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_06.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, detail view, decorative panels","960","1059","960","1059","no","yes","single-panel/detail image rather than the complete screen","scaled_800px","4266d5122252f4748433d72d9c3a65e3610349ff6ee05ee1ee9e9d2a5bc0f8da","8d070eb42b203f60e9f6274120c3d6f0789bdfd56f8363e2285afcad8bb3d76f"
"T0032.jpg","additional_05.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional_05.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 07.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_07.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, detail view, decorative panels","960","852","960","852","no","yes","single-panel/detail image rather than the complete screen","scaled_800px","17842098e863612e62123e6554755cd1cbeb4175c3a8ddf8277c39e242186469","b4c13cf703687f97aaad96f59e76b5f470223c9f9102a63d40057794bed854d8"
"T0033.jpg","additional_06.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional_06.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 09.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_09.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, detail view, decorative panels","960","1138","960","1138","no","yes","single-panel/detail image rather than the complete screen","scaled_800px","58bf2442e1aaec5c571600e4bdc3576294a63db9606609d4b21e54a2b04953fc","d87b86a59be0539f36d8c59dfb1f5339df1abc39a62870d1d522d261109ced9c"
"T0034.jpg","additional_07.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional_07.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 08.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_08.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, detail view, decorative panels","960","1717","960","1717","no","yes","single-panel/detail image rather than the complete screen","scaled_800px","191aca585a915fb7a2bfbf813edacb9975b3fa02b8ecfa12496496da7f0c89d8","293c571a3a44168ac447ffb1bd23dc6ee7bf5b4629bec1dccd983b5d701e7087"
"T0035.jpg","additional_08.jpg","E:\Desktop\论文写作\屏风-文化遗产-计算机交叉-张方瑾老师\实验\data\train\S009\additional_08.jpg","S009","Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 10.jpg","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_10.jpg","","lacquer","chinesetradscreen, traditional Chinese folding screen, multi-panel screen, wooden frame, lacquered surface, detail view, decorative panels","960","1515","960","1515","no","yes","single-panel/detail image rather than the complete screen","scaled_800px","48ebcf8fe9632d873a50234b33161746f758d6224242e1efcdd1b68455509d78","0d1fe7a88eed50bdde0f26d09c73c9c3d9c44d8b6c22ebfc6a11d0722339d425"
